district,sector,month,strata,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,uresidencf,live,finalweight,B_year
11,2,3,112,PSU_RECODED_192,6,1,1,1,1,1,1,1,65,7,53,1,1,1,2,9,13,1,1,8322,49221,5, , ,277.1805896,1965
11,2,3,112,PSU_RECODED_192,6,1,1,1,2,1,2,2,64,10,54,1,1,1,2,9,13,7,2, , , , , ,277.1805896,1964
11,2,3,112,PSU_RECODED_192,6,1,1,1,3,1,3,2,97,7,21,1,1,1,1,3,13,8,2, , , , , ,277.1805896,1997
11,2,3,112,PSU_RECODED_192,6,1,1,1,4,1,3,1,1,1,18,1,1,1,1,2,11,8,2, , , , , ,277.1805896,2001
11,2,3,112,PSU_RECODED_192,10,1,1,1,1,1,1,2,74,8,44,1,1,1,2,9,13,7,2, , , , , ,277.1805896,1974
11,2,3,112,PSU_RECODED_192,10,1,1,1,2,1,3,1,1,9,17,1,1,1,1,2,11,8,2, , , , , ,277.1805896,2001
11,2,3,112,PSU_RECODED_192,10,1,1,1,3,1,3,1,90,4,28,1,1,1,2,9,13,1,1,7422,80201,5, , ,277.1805896,1990
11,2,3,112,PSU_RECODED_192,10,1,1,1,4,1,5,2,92,12,26,1,1,1,2,9,13,7,2, , , , , ,277.1805896,1992
11,2,3,112,PSU_RECODED_192,10,1,1,1,5,1,4,2,42,11,76,1,1,1,4,9,5,9,2, , , , , ,277.1805896,1942
11,2,3,112,PSU_RECODED_192,10,1,1,1,6,2,2,1,61,8,57,1,1,1,2,9,13, , , , , ,2,1,277.1805896,1961
11,2,3,112,PSU_RECODED_192,10,1,1,1,7,2,3,1,94,10,24,1,1,1,1,9,13, , , , , ,2,1,277.1805896,1994
11,2,3,112,PSU_RECODED_188,7,1,1,1,1,1,1,1,56,10,62,1,1,1,2,9,10,1,1,4110,24100,3, , ,234.4820265,1956
11,2,3,112,PSU_RECODED_188,7,1,1,1,2,1,2,2,55,7,63,1,1,1,2,9,10,7,2, , , , , ,234.4820265,1955
11,2,3,112,PSU_RECODED_188,7,1,1,1,3,1,3,2,78,9,40,1,1,1,2,9,12,1,1,4311,47190,3, , ,234.4820265,1978
11,2,3,112,PSU_RECODED_188,7,1,1,1,4,1,3,1,85,5,33,1,1,1,2,9,12,1,1,3441,74201,5, , ,234.4820265,1985
11,2,3,112,PSU_RECODED_188,7,1,1,1,5,1,3,1,94,3,25,1,1,1,1,9,15,1,1,110,84220,1, , ,234.4820265,1994
11,2,3,112,PSU_RECODED_188,7,1,1,1,6,1,5,1,74,8,44,1,1,1,2,9,12,1,1,1321,24100,3, , ,234.4820265,1974
11,2,3,112,PSU_RECODED_188,7,1,1,1,7,1,5,2,88,3,31,1,1,1,2,9,15,1,1,4110,84120,1, , ,234.4820265,1988
11,2,3,112,PSU_RECODED_188,7,1,1,1,8,1,5,2,16,6,2,1,1,1,1, , , , , , , , , ,234.4820265,2016
11,2,3,112,PSU_RECODED_21,1,1,1,1,1,1,1,1,83,2,36,1,1,1,2,9,13,1,1,1221,65110,3, , ,344.7330607,1983
11,2,3,112,PSU_RECODED_21,1,1,1,1,2,1,2,2,88,10,30,1,1,1,2,9,13,1,1,3115,84230,1, , ,344.7330607,1988
11,2,3,112,PSU_RECODED_21,1,1,1,1,3,1,3,1,14,8,4,1,1,1,1,1, , , , , , , , ,344.7330607,2014
11,2,3,112,PSU_RECODED_21,1,1,1,1,4,1,3,2,17,2,2,1,1,1,1, , , , , , , , , ,344.7330607,2017
11,2,3,112,PSU_RECODED_21,1,1,1,1,5,1,4,2,54,1,65,1,1,1,4,9,7,7,2, , , , , ,344.7330607,1954
11,2,3,112,PSU_RECODED_21,7,1,1,1,1,1,1,1,80,9,38,1,1,1,2,9,11,1,1,7115,16222,5, , ,344.7330607,1980
11,2,3,112,PSU_RECODED_21,7,1,1,1,2,1,2,2,82,9,36,1,1,1,2,9,11,7,2, , , , , ,344.7330607,1982
11,2,3,112,PSU_RECODED_21,7,1,1,1,3,1,3,2,10,6,8,1,1,1,1,2,3, , , , , , , ,344.7330607,2010
11,2,3,112,PSU_RECODED_21,7,1,1,1,4,1,3,1,12,1,7,1,1,1,1,2,2, , , , , , , ,344.7330607,2012
11,1,3,111,PSU_RECODED_161,2,1,1,1,1,1,1,1,82,2,37,1,4,3,2,9,11,1,1,1420,56102,5, , ,411.9575235,1982
11,1,3,111,PSU_RECODED_161,2,1,1,1,2,1,2,2,82,5,36,1,4,3,2,9,15,1,1,2611,69101,3, , ,411.9575235,1982
11,1,3,111,PSU_RECODED_161,2,1,1,1,3,1,3,2,8,8,10,1,4,3,1,2,5, , , , , , , ,411.9575235,2008
11,1,3,111,PSU_RECODED_161,2,1,1,1,4,1,3,2,12,8,6,1,4,3,1,2,2, , , , , , , ,411.9575235,2012
11,1,3,111,PSU_RECODED_161,2,1,1,1,5,1,3,1,16,4,2,1,4,3,1, , , , , , , , , ,411.9575235,2016
11,1,3,111,PSU_RECODED_161,2,1,1,1,6,1,6,2,86,2,33,1,2,2,2,9,10,1,1,9111,97006,3, , ,411.9575235,1986
11,1,3,111,PSU_RECODED_161,2,1,1,1,7,1,6,2,83,2,36,1,1,1,2,9,10,1,1,9111,97006,3, , ,411.9575235,1983
11,1,3,111,PSU_RECODED_161,8,1,1,1,1,1,1,1,53,11,65,1,1,1,2,9,8,6,2, , , , , ,411.9575235,1953
11,1,3,111,PSU_RECODED_161,8,1,1,1,2,1,2,2,56,10,62,1,1,1,2,9,7,1,1,7512,28250,5, , ,411.9575235,1956
11,1,3,111,PSU_RECODED_161,8,1,1,1,3,1,3,2,85,3,34,1,1,1,1,9,13,1,1,2411,45302,3, , ,411.9575235,1985
11,1,3,111,PSU_RECODED_161,8,1,1,1,4,2,3,1,97,3,22,1,1,1,1,9,13, , , , , ,2,2,411.9575235,1997
11,2,3,112,PSU_RECODED_58,1,1,1,1,1,1,1,1,92,3,27,1,1,1,2,9,10,1,1,7313,43304,3, , ,287.0910067,1992
11,2,3,112,PSU_RECODED_58,1,1,1,1,2,2,2,2,93,8,25,1,1,1,2,9,13, , , , , ,2,1,287.0910067,1993
11,2,3,112,PSU_RECODED_58,1,1,1,1,3,2,3,1,16,11,2,1,1,1,1, , , , , , , ,2,2,287.0910067,2016
11,2,3,112,PSU_RECODED_58,5,1,1,1,1,1,1,1,59,3,60,1,1,1,4,9,7,7,2, , , , , ,287.0910067,1959
11,2,3,112,PSU_RECODED_58,5,1,1,1,2,1,3,2,98,9,21,1,1,1,1,9,13,1,1,4311,64921,3, , ,287.0910067,1998
11,1,3,111,PSU_RECODED_22,3,1,1,1,1,1,1,2,41,4,77,1,1,1,4,9,8,7,2, , , , , ,257.1301543,1941
11,1,3,111,PSU_RECODED_22,3,1,1,1,2,1,3,2,66,7,52,1,1,1,1,9,13,1,1,2330,85213,3, , ,257.1301543,1966
11,1,3,111,PSU_RECODED_22,8,1,1,1,1,1,1,1,82,11,36,1,1,1,2,9,8,1,1,8323,49222,5, , ,257.1301543,1982
11,1,3,111,PSU_RECODED_22,8,1,1,1,2,1,2,2,86,7,32,1,1,1,2,9,10,7,2, , , , , ,257.1301543,1986
11,1,3,111,PSU_RECODED_22,8,1,1,1,3,1,3,2,7,7,11,1,1,1,1,2,6, , , , , , , ,257.1301543,2007
11,1,3,111,PSU_RECODED_89,2,1,1,1,1,1,1,2,66,9,52,1,2,5,4,9,9,1,1,9112,88903,3, , ,461.6081311,1966
11,1,3,111,PSU_RECODED_89,2,1,1,1,2,1,3,1,96,5,22,1,2,5,1,9,10,9,2, , , , , ,461.6081311,1996
11,1,3,111,PSU_RECODED_89,9,1,1,1,1,1,1,1,62,8,56,1,1,1,4,9,9,1,1,7512,47819,5, , ,461.6081311,1962
11,1,3,111,PSU_RECODED_89,9,1,1,1,2,1,3,1,81,7,37,1,1,1,1,9,10,1,1,8323,49222,5, , ,461.6081311,1981
11,1,3,111,PSU_RECODED_89,9,1,1,1,3,1,3,1,88,4,30,1,1,1,1,9,9,1,1,9520,47612,5, , ,461.6081311,1988
11,1,3,111,PSU_RECODED_89,9,1,1,1,4,1,3,1,85,3,34,1,1,1,1,9,9,1,1,8323,49222,5, , ,461.6081311,1985
11,1,4,111,PSU_RECODED_OTHER,5,1,1,1,1,1,1,1,76,9,42,1,1,1,1,9,7,1,2, , , , , ,226.7406137,1976
11,1,4,111,PSU_RECODED_OTHER,10,1,1,1,1,1,1,1,89,8,29,1,1,1,2,9,9,1,1,9998,99998,3, , ,226.7406137,1989
11,1,4,111,PSU_RECODED_OTHER,10,1,1,1,2,1,2,2,93,11,25,1,2,2,2,9,10,7,2, , , , , ,226.7406137,1993
11,1,4,111,PSU_RECODED_OTHER,10,1,1,1,3,1,3,2,15,6,3,1,2,2,1,1, , , , , , , , ,226.7406137,2015
11,1,3,111,PSU_RECODED_59,7,1,1,1,1,1,1,1,62,12,56,1,1,5,2,9,13,1,1,3313,64191,3, , ,212.828732,1962
11,1,3,111,PSU_RECODED_59,7,1,1,1,2,1,2,2,66,6,52,1,1,4,2,9,13,7,2, , , , , ,212.828732,1966
11,1,3,111,PSU_RECODED_59,7,1,1,1,3,1,3,2,95,5,23,1,1,4,1,9,13,1,1,4211,64191,3, , ,212.828732,1995
11,1,3,111,PSU_RECODED_59,7,1,1,1,4,1,3,2,99,12,19,1,1,4,1,9,13,1,1,4211,64191,3, , ,212.828732,1999
11,1,3,111,PSU_RECODED_59,7,1,1,1,5,1,3,2,3,8,15,1,1,4,1,2,10,8,2, , , , , ,212.828732,2003
11,2,4,112,PSU_RECODED_170,1,1,1,1,1,1,1,1,73,4,46,1,1,1,2,9,11,1,1,7412,33150,5, , ,240.081953,1973
11,2,4,112,PSU_RECODED_170,1,1,1,1,2,1,2,2,76,3,43,1,1,1,2,9,13,7,2, , , , , ,240.081953,1976
11,2,4,112,PSU_RECODED_170,1,1,1,1,3,1,3,1,14,4,5,1,1,1,1,1,19, , , , , , , ,240.081953,2014
11,2,4,112,PSU_RECODED_170,5,1,1,1,1,1,1,2,47,8,71,1,1,1,4,9,11,4,2, , , , , ,240.081953,1947
11,2,4,112,PSU_RECODED_170,5,1,1,1,2,1,3,1,75,11,43,1,1,1,1,9,10,1,1,8322,14101,3, , ,240.081953,1975
11,1,4,111,PSU_RECODED_188,4,1,1,1,1,1,1,1,71,12,47,1,2,2,2,9,11,1,1,1420,47113,4, , ,306.7169652,1971
11,1,4,111,PSU_RECODED_188,4,1,1,1,2,1,2,2,85,3,34,1,2,2,2,9,11,7,2, , , , , ,306.7169652,1985
11,1,4,111,PSU_RECODED_188,4,1,1,1,3,1,3,2,8,6,10,1,2,2,1,2,5, , , , , , , ,306.7169652,2008
11,1,4,111,PSU_RECODED_188,4,1,1,1,4,1,3,2,11,11,7,1,2,2,1,2,2, , , , , , , ,306.7169652,2011
11,1,4,111,PSU_RECODED_188,9,1,1,1,1,1,1,1,86,4,33,1,2,2,2,9,13,1,1,2411,79120,3, , ,306.7169652,1986
11,1,4,111,PSU_RECODED_188,9,1,1,1,2,1,2,2,91,10,27,1,2,2,2,9,13,7,2, , , , , ,306.7169652,1991
11,1,4,111,PSU_RECODED_188,9,1,1,1,3,1,3,1,15,3,4,1,2,2,1,1, , , , , , , , ,306.7169652,2015
11,1,4,111,PSU_RECODED_188,9,1,1,1,4,1,4,1,59,4,60,1,2,2,2,9,8,5,2, , , , , ,306.7169652,1959
11,1,4,111,PSU_RECODED_188,9,1,1,1,5,1,4,2,63,10,55,1,2,2,2,9,13,7,2, , , , , ,306.7169652,1963
11,1,4,111,PSU_RECODED_15,3,1,1,1,1,1,1,2,59,7,59,1,1,1,4,9,8,1,1,9111,97006,3, , ,349.4790551,1959
11,1,4,111,PSU_RECODED_15,3,1,1,1,2,1,3,1,79,1,40,1,1,1,1,9,10,1,1,9998,99998,3, , ,349.4790551,1979
11,1,4,111,PSU_RECODED_15,3,1,1,1,3,1,5,1,69,2,50,1,1,1,2,9,6,1,2, , , , , ,349.4790551,1969
11,1,4,111,PSU_RECODED_15,3,1,1,1,4,1,5,1,71,3,48,1,1,1,2,9,5,1,2, , , , , ,349.4790551,1971
11,1,4,111,PSU_RECODED_15,3,1,1,1,5,1,5,2,24,4,95,1,1,1,4,9,2,9,2, , , , , ,349.4790551,1924
11,1,4,111,PSU_RECODED_15,8,1,1,1,1,1,1,1,58,2,61,1,1,1,2,9,16,2,1,1120,86202,5, , ,349.4790551,1958
11,1,4,111,PSU_RECODED_15,8,1,1,1,2,1,2,2,57,4,62,1,1,1,2,9,13,1,1,1311,1271,5, , ,349.4790551,1957
11,1,4,111,PSU_RECODED_15,8,1,1,1,3,1,5,2,96,1,23,1,1,1,1,3,13,8,2, , , , , ,349.4790551,1996
11,1,4,111,PSU_RECODED_190,5,1,1,1,1,1,1,1,75,9,43,1,1,1,2,9,11,1,1,8121,18115,3, , ,302.708409,1975
11,1,4,111,PSU_RECODED_190,5,1,1,1,2,1,2,2,77,7,41,1,1,1,2,9,11,1,1,8189,14109,3, , ,302.708409,1977
11,1,4,111,PSU_RECODED_190,5,1,1,1,3,1,3,1,6,1,13,1,1,1,1,2,8, , , , , , , ,302.708409,2006
11,1,4,111,PSU_RECODED_190,5,1,1,1,4,1,3,1,12,1,7,1,1,1,1,2,2, , , , , , , ,302.708409,2012
11,1,4,111,PSU_RECODED_190,9,1,1,1,1,1,1,2,42,5,76,1,1,1,4,9,5,9,2, , , , , ,302.708409,1942
11,1,4,111,PSU_RECODED_190,9,1,1,1,2,1,5,1,84,6,34,1,1,1,1,9,10,1,1,7531,14105,3, , ,302.708409,1984
11,1,4,111,PSU_RECODED_190,9,1,1,1,3,1,5,1,87,4,32,1,1,1,1,9,10,1,1,7531,14109,3, , ,302.708409,1987
11,1,4,111,PSU_RECODED_190,3,1,1,1,1,1,1,2,60,5,58,1,1,5,4,9,13,4,2, , , , , ,379.0407243,1960
11,1,4,111,PSU_RECODED_190,3,1,1,1,2,1,3,2,90,3,29,1,1,5,1,9,15,1,1,1221,62020,3, , ,379.0407243,1990
11,1,4,111,PSU_RECODED_190,3,1,1,1,3,1,3,2,93,12,25,1,1,5,1,9,15,1,1,3313,55101,3, , ,379.0407243,1993
11,1,4,111,PSU_RECODED_190,3,1,1,1,4,1,4,2,38,3,81,1,1,4,4,9,10,9,2, , , , , ,379.0407243,1938
11,2,4,112,PSU_RECODED_175,1,1,1,1,1,1,1,2,56,12,62,1,1,1,1,9,19,9,2, , , , , ,301.5425941,1956
11,2,4,112,PSU_RECODED_175,5,1,1,1,1,1,1,1,59,9,59,1,1,1,2,9,8,9,2, , , , , ,301.5425941,1959
11,2,4,112,PSU_RECODED_175,5,1,1,1,2,1,2,2,62,2,57,1,1,1,2,9,3,1,1,7512,10734,5, , ,301.5425941,1962
11,2,4,112,PSU_RECODED_175,5,1,1,1,3,1,3,1,87,8,31,1,1,1,2,9,11,1,1,8323,49222,5, , ,301.5425941,1987
11,2,4,112,PSU_RECODED_175,5,1,1,1,4,1,5,2,85,3,34,1,1,1,2,9,11,7,2, , , , , ,301.5425941,1985
11,2,4,112,PSU_RECODED_175,5,1,1,1,5,1,5,2,12,8,6,1,1,1,1,2,1, , , , , , , ,301.5425941,2012
11,2,4,112,PSU_RECODED_175,5,1,1,1,6,1,5,1,16,3,3,1,1,1,1,9, , , , , , , , ,301.5425941,2016
11,2,4,112,PSU_RECODED_175,5,1,1,1,7,2,3,1,83,3,36,1,1,1,1,9,10, , , , , ,1,1,301.5425941,1983
11,1,4,111,PSU_RECODED_190,1,1,1,1,1,1,1,1,80,12,38,1,1,5,2,9,4,1,1,5230,49212,3, , ,303.9446117,1980
11,1,4,111,PSU_RECODED_190,1,1,1,1,2,1,2,2,85,3,34,1,1,1,2,9,9,7,2, , , , , ,303.9446117,1985
11,1,4,111,PSU_RECODED_190,1,1,1,1,3,1,3,1,1,11,17,1,1,5,1,2,11,8,2, , , , , ,303.9446117,2001
11,1,4,111,PSU_RECODED_190,1,1,1,1,4,2,3,1,9,4,10,1,1,5,1,2,3, , , , , ,1,2,303.9446117,2009
11,1,4,111,PSU_RECODED_190,1,1,1,1,5,1,3,2,15,2,4,1,1,5,1,1, , , , , , , , ,303.9446117,2015
11,1,4,111,PSU_RECODED_190,5,1,1,1,1,1,1,1,55,1,64,1,1,1,2,9,1,1,1,7511,47817,5, , ,303.9446117,1955
11,1,4,111,PSU_RECODED_190,5,1,1,1,2,1,2,2,57,12,61,1,1,5,2,9,7,7,2, , , , , ,303.9446117,1957
11,1,4,111,PSU_RECODED_190,5,1,1,1,3,1,5,1,81,3,38,1,1,1,2,9,10,1,1,9112,84110,1, , ,303.9446117,1981
11,1,4,111,PSU_RECODED_190,5,1,1,1,4,1,3,2,79,7,39,1,1,1,2,9,10,7,2, , , , , ,303.9446117,1979
11,1,4,111,PSU_RECODED_190,5,1,1,1,5,1,3,1,91,12,27,1,1,1,2,9,10,1,1,8323,49222,5, , ,303.9446117,1991
11,1,4,111,PSU_RECODED_190,5,1,1,1,6,1,5,2,93,9,25,1,1,1,2,9,10,7,2, , , , , ,303.9446117,1993
11,1,4,111,PSU_RECODED_190,5,1,1,1,7,1,5,1,0,12,18,1,1,1,1,2,12,8,2, , , , , ,303.9446117,2000
11,1,4,111,PSU_RECODED_190,5,1,1,1,8,1,5,1,11,6,7,1,1,1,1,2,2, , , , , , , ,303.9446117,2011
11,1,4,111,PSU_RECODED_51,2,1,1,1,1,1,1,1,57,4,62,1,1,4,2,9,13,1,1,1420,47723,4, , ,303.9446117,1957
11,1,4,111,PSU_RECODED_51,2,1,1,1,2,1,2,2,62,5,56,1,1,4,2,9,15,1,1,1120,47723,3, , ,303.9446117,1962
11,1,4,111,PSU_RECODED_51,2,1,1,1,3,1,3,2,90,6,28,1,1,4,1,3,16,3,2, , , , , ,303.9446117,1990
11,1,4,111,PSU_RECODED_51,2,1,1,1,4,1,3,2,92,12,26,1,1,4,1,9,15,1,1,2163,14101,3, , ,303.9446117,1992
11,1,4,111,PSU_RECODED_51,2,1,1,1,5,1,6,2,83,4,36,1,2,2,1,9,10,1,1,9111,97006,3, , ,303.9446117,1983
11,1,4,111,PSU_RECODED_51,2,1,1,1,6,2,3,2,99,4,20,1,1,4,1,3,13, , , , , ,2,2,303.9446117,1999
11,1,4,111,PSU_RECODED_51,6,1,1,1,1,1,1,1,69,12,49,1,1,1,2,9,13,1,1,3123,55101,3, , ,303.9446117,1969
11,1,4,111,PSU_RECODED_51,6,1,1,1,2,1,2,2,70,6,48,1,1,1,2,9,13,7,2, , , , , ,303.9446117,1970
11,1,4,111,PSU_RECODED_51,6,1,1,1,3,1,3,2,95,12,23,1,1,1,1,9,13,1,1,2330,85492,5, , ,303.9446117,1995
11,1,4,111,PSU_RECODED_51,6,1,1,1,4,1,3,1,5,9,13,1,1,1,1,2,8, , , , , , , ,303.9446117,2005
11,1,4,111,PSU_RECODED_51,6,1,1,1,5,1,5,2,44,11,74,1,1,1,4,9,11,7,2, , , , , ,303.9446117,1944
11,1,4,111,PSU_RECODED_108,1,1,1,1,1,1,1,1,62,10,56,1,1,1,2,9,15,1,1,3521,60100,2, , ,347.2243515,1962
11,1,4,111,PSU_RECODED_108,1,1,1,1,2,1,2,2,62,6,56,1,1,1,2,9,13,1,1,1412,55106,5, , ,347.2243515,1962
11,1,4,111,PSU_RECODED_108,1,1,1,1,3,1,3,2,86,12,32,1,1,1,1,4,15,1,1,3339,94110,3, , ,347.2243515,1986
11,1,4,111,PSU_RECODED_108,1,1,1,1,4,1,6,1,74,3,45,1,1,1,2,9,10,1,1,9111,97006,3, , ,347.2243515,1974
11,1,4,111,PSU_RECODED_108,10,1,1,1,1,1,1,1,87,8,31,1,1,1,2,9,10,7,2, , , , , ,347.2243515,1987
11,1,4,111,PSU_RECODED_108,10,1,1,1,2,1,2,2,85,10,33,1,1,1,2,9,10,1,1,7131,41003,3, , ,347.2243515,1985
11,1,4,111,PSU_RECODED_108,10,1,1,1,3,1,3,1,13,7,5,1,1,1,1,2,1, , , , , , , ,347.2243515,2013
11,1,5,111,PSU_RECODED_55,6,1,1,1,1,1,1,1,61,8,57,1,1,1,2,9,13,4,2, , , , , ,392.42579,1961
11,1,5,111,PSU_RECODED_55,6,1,1,1,2,1,2,2,53,10,65,1,1,1,2,9,11,1,1,7531,14105,5, , ,392.42579,1953
11,1,5,111,PSU_RECODED_55,6,1,1,1,3,1,3,1,79,5,40,1,1,1,2,9,13,1,1,3511,18115,3, , ,392.42579,1979
11,1,5,111,PSU_RECODED_55,6,1,1,1,4,1,5,2,83,11,35,1,1,1,2,9,15,1,1,1212,84120,1, , ,392.42579,1983
11,1,5,111,PSU_RECODED_55,6,1,1,1,5,1,5,2,17,10,1,1,1,1,1, , , , , , , , , ,392.42579,2017
11,1,4,111,PSU_RECODED_64,1,1,1,1,1,1,1,1,62,12,56,1,1,1,2,9,13,1,1,9623,84130,1, , ,315.1831121,1962
11,1,4,111,PSU_RECODED_64,1,1,1,1,2,1,2,2,65,7,53,1,1,1,2,9,13,7,2, , , , , ,315.1831121,1965
11,1,4,111,PSU_RECODED_64,1,1,1,1,3,1,3,2,96,7,22,1,1,1,1,9,13,8,2, , , , , ,315.1831121,1996
11,1,4,111,PSU_RECODED_64,1,1,1,1,4,1,3,2,1,8,17,1,1,1,1,2,11,8,2, , , , , ,315.1831121,2001
11,1,4,111,PSU_RECODED_64,5,1,1,1,1,1,1,1,58,12,60,1,1,4,2,9,15,7,2, , , , , ,315.1831121,1958
11,1,4,111,PSU_RECODED_64,5,1,1,1,2,1,2,2,64,8,54,1,1,1,2,9,15,7,2, , , , , ,315.1831121,1964
11,1,4,111,PSU_RECODED_64,5,1,1,1,3,2,3,1,87,10,31,1,1,4,1,9,15, , , , , ,2,1,315.1831121,1987
11,1,4,111,PSU_RECODED_64,5,1,1,1,4,1,3,2,91,4,28,1,1,4,1,9,13,1,1,3322,47221,3, , ,315.1831121,1991
11,1,4,111,PSU_RECODED_64,5,1,1,1,5,1,5,1,3,4,16,1,1,1,1,6,11,8,2, , , , , ,315.1831121,2003
11,1,1,111,PSU_RECODED_131,1,1,1,1,1,1,1,1,76,3,42,1,1,1,2,9,15,1,1,1213,81309,3, , ,361.6920328,1976
11,1,1,111,PSU_RECODED_131,1,1,1,1,2,1,2,2,77,7,41,1,1,1,2,9,13,1,1,4110,84120,1, , ,361.6920328,1977
11,1,1,111,PSU_RECODED_131,1,1,1,1,3,1,3,1,17,11,1,1,1,1,1, , , , , , , , , ,361.6920328,2017
